Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
22,38.0,2,10YR62,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.047699999064207,6.1529998779297,0.029443005099893,0.097954176366329,68.0,Loamy Sand,0900CN,Broken,Discontinuous,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.43029999732971,1.6135782003403,0.88323134183884,Sub angular,Massive ,78.0,15.0,7.0,,,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,0.72170001268387,,0.079999998211861,Siliceous stones,,,,,,,,,,,Coarse silty,,,,,,,,,,
38,56.0,3,75YR34,None,0,1,Gradual,5-15 cm,G 5-15 cm,0.15430000424385,5.9470000267029,0.026058038696647,0.22968882322311,89.0,Sandy Loam,0900CN,Irregular,Pockets more deep than wide,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.3632999658585,5.0682644844055,4.1671991348267,Sub angular,Massive ,66.0,22.0,12.0,,,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,3.1433000564575,,0.088587008416653,Siliceous stones,,,,,,,,,,,Coarse loamy,,,,,,,,,,
56,60.0,4,75YR58,None,0,0,Abrupt,0-2 cm,A 0-2 cm,0.062700003385544,5.9699997901917,0.022711146622896,0.073715314269066,69.0,Loamy Sand/Sandy Loam,0900CN,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.58530002832413,2.9484422206879,1.8499200344086,Sub angular,Granular,78.0,14.0,8.0,,,Weak,Very fine,< 5mm,VF < 5mm,,,,,,,,,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,,,,1.3867000341415,,0.079999998211861,Siliceous stones,,,,,,,,,,,Fine loamy,,,,,,,,,,
60,75.0,5,,,0,0,,,,,,,,,,0900CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10.0,1,10YR22,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.38600000739098,5.6999998092651,0.16433803737164,0.49912449717522,100.0,Loam,0900CO,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,2.25,11.40657043457,11.111351013184,Angular,Sub-angular blocky,49.0,32.0,19.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.4400000572205,,0.090840712189674,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
10,25.0,2,10YR32,5YR34,1,1,Abrupt,0-2 cm,A 0-2 cm,0.39700001478195,5.5300002098083,0.16726297140121,0.49205929040909,100.0,Loam,0900CO,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,4.1799998283386,10.519270896912,10.117488861084,Angular,Angular blocky,50.0,32.0,18.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.2199997901917,,0.082000002264977,Sandstone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
25,43.0,3,5YR34,None,0,1,Clear,2-5 cm,C 2-5 cm,0.15000000596046,5.4800000190735,0.088600218296051,0.19261637330055,94.0,Loam,0900CO,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,1.0099999904633,4.6838426589966,4.0242805480957,Sub angular,Sub-angular blocky,52.0,35.0,13.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.9100000858307,,0.082000002264977,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
43,80.0,4,10YR44,None,0,0,,,,0.028000000864267,5.5700001716614,0.037308014929295,0.061779756098986,100.0,Sandy Loam,0900CO,,,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.15999999642372,0.50391066074371,0.65532410144806,Sub angular,Massive ,62.0,31.0,7.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.41800001263618,,0.082000002264977,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,25.0,1,10YR43,,0,1,Abrupt,0-2 cm,A 0-2 cm,0.51029998064041,6.0029997825623,0.53573942184448,3.6297903060913,100.0,Clay Loam,0900CU,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,3.6900000572205,12.284782409668,8.7332649230957,Rounded,Angular blocky,33.0,39.0,28.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.8267002105713,,0.079999998211861,Siliceous stones,,,,,,,,,,,Fine silty,,,,,,,,,,
25,50.0,2,75YR56,,0,1,Clear,2-5 cm,C 2-5 cm,0.22570000588894,5.4730000495911,0.45891949534416,0.82392865419388,85.0,Clay Loam,0900CU,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,1.1900000572205,5.0539784431458,2.9212882518768,Angular,Angular blocky,31.0,39.0,30.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.9500000476837,,0.079999998211861,Siliceous stones,None,0 %,N 0 %,,,,,,,,Fine silty,,,,,,,,,,
50,85.0,3,,,0,0,,,,,,,,,,0900CU,,,Abundant,40-80 %,A 40-80 %,2-6 cm,Coarse gravels,C 2-6 cm,,,,Angular,,,,,,,,,,,,,,,,,0,No reaction,,,,,,,,,,,Siliceous stones,None,0 %,N 0 %,,,,,,,,,,,,,,,,,,
0,26.0,1,75YR42,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.29929998517036,6.0130000114441,0.10309068858624,0.63516956567764,100.0,Loam,0900GUR,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,3.5067000389099,12.856691360474,12.283889770508,Sub angular,Sub-angular blocky,49.0,32.0,19.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,3.7832999229431,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
26,47.0,2,5YR62,10YR66,0,1,Abrupt,0-2 cm,A 0-2 cm,0.053700000047684,6.5830001831055,0.095314562320709,0.2255342900753,89.0,Loam,0900GUR,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.43599998950958,4.3135895729065,3.4264767169952,Sub angular,Massive ,34.0,42.0,24.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.50230002403259,,0.079999998211861,Shale,Many,15-40 %,M 15-40 %,> 2 mm,Diffuse,D > 2 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
47,999.0,3,5YR54,75YR46,0,1,,,,0.043499998748302,6.9400000572205,0.087476544082165,0.63060092926025,100.0,Loam,0900GUR,,,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.14869999885559,3.3420026302338,2.6551558971405,Sub angular,Prismatic,40.0,35.0,25.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Strong,Fine to medium,10-50mm,FM 10-50mm,Very fine,< 0.5 mm,VF < 0.5 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.18549999594688,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,> 2 mm,Diffuse,D > 2 mm,Fine,2-6mm,F 2-6mm,Distinct,Clayey,,,,,,,,,,
0,3.0,1,,,1,0,Abrupt,0-2 cm,A 0-2 cm,,,,,,,0900KY,Smooth,Nearly plane surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,,,,,,,,,,,,,,,,,,,,,,,,,
3,15.0,2,10YR22,,0,1,Clear,2-5 cm,C 2-5 cm,0.25270000100136,4.1669998168945,0.085065267980099,0.22757858037949,6.0,Loamy Sand,0900KY,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,3.2999999523163,8.1606578826904,0.097843110561371,Angular,Granular,79.0,16.0,5.0,,,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.163300037384,,0.080377668142319,Quartzite,,,,,,,,,,,Sandy,,,,,,,,,,
15,35.0,3,10YR34,,0,1,Clear,2-5 cm,C 2-5 cm,0.21570000052452,4.5500001907349,0.019115502014756,0.041197214275599,4.0,Sandy Loam,0900KY,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,2.083300113678,3.9341762065887,0.014000000432134,Angular,,75.0,14.0,11.0,,,Weak,,,,Medium,2-5 mm,M 2-5 mm,,,,,,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.710000038147,,0.079999998211861,Quartzite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
35,80.0,4,10YR43,,0,1,Diffuse,> 15 cm,D > 15 cm,0.045699998736382,4.7399997711182,0.018334873020649,0.011604950763285,2.0,Sand,0900KY,Irregular,Pockets more deep than wide,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.43869999051094,3.1556885242462,0.014000000432134,Sub rounded,Sub-angular blocky,88.0,10.0,2.0,,,Weak,,,,Coarse,> 5 mm,C > 5 mm,,,,,,,,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,1.539999961853,,0.012073760852218,Granite,,,,,,,,,,,Sandy,,,,,,,,,,
80,115.0,5,10YR56,,0,1,Diffuse,> 15 cm,D > 15 cm,0.03070000000298,4.75,0.021626245230436,0.011733907274902,6.0,Sand,0900KY,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.27799999713898,2.0058546066284,0.014000000432134,Sub rounded,Granular,89.0,9.0,2.0,,,Weak,,,,Medium,2-5 mm,M 2-5 mm,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,0.89029997587204,,0.079999998211861,Granite,,,,,,,,,,,Coarse silty,,,,,,,,,,
115,999.0,6,25Y54,,0,1,,,,0.0099999997764826,4.8330001831055,0.023652156814933,0.0064599779434502,0.0,Sand,0900KY,,,,,,,,,0.15469999611378,,0.014000000432134,,Massive ,89.0,9.0,2.0,,,,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,0.43329998850822,,0.079999998211861,,,,,,,,,,,,Sandy,,,,,,,,,,
0,28.0,1,10YR33,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.39269998669624,5.9899997711182,0.10102294385433,3.9336693286896,88.0,Loam,0900RAT,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,3.8533000946045,14.081270217896,8.3288087844849,Angular,Angular blocky,43.0,33.0,24.0,,,Strong,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.6433000564575,,0.079999998211861,Slate,,,,,,,,,,,Coarse loamy,,,,,,,,,,
28,65.0,2,75YR56,None,0,1,Clear,2-5 cm,C 2-5 cm,0.1393000036478,5.0570001602173,0.028131468221545,0.47908896207809,35.0,Loam,0900RAT,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.83270001411438,2.8010969161987,0.38800030946732,Angular,Angular blocky,44.0,40.0,16.0,,,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,2.2599999904633,,0.079999998211861,Slate,,,,,,,,,,,Fine loamy,,,,,,,,,,
65,90.0,3,75YR56,None,0,1,Clear,2-5 cm,C 2-5 cm,0.082999996840954,4.7329998016357,0.018318278715014,0.26195067167282,27.0,Loam,0900RAT,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.34900000691414,1.8519018888474,0.1323948353529,Angular,Sub-angular blocky,44.0,43.0,13.0,,,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,1.0367000102997,,0.079999998211861,Slate,,,,,,,,,,,Fine loamy,,,,,,,,,,
90,130.0,4,10YR53,None,0,0,,,,0.080700002610683,4.8899998664856,0.021542998030782,0.16271969676018,58.0,Sandy Loam,0900RAT,,,Dominant,> 80  %,D > 80  %,6-20 cm,Stones,S 6-20 cm,0.3459999859333,0.82240271568298,0.21155761182308,Angular,Massive ,57.0,33.0,10.0,,,,,,,,,,,,,,,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.91299998760223,,0.079999998211861,Slate,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,35.0,1,10YR33,None,0,1,Clear,2-5 cm,C 2-5 cm,0.31099998950958,8.289999961853,0.090757712721825,1.1979758739471,100.0,Sandy Loam,0900RO,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,2.7799999713898,20.694791793823,19.481275558472,Angular,Crumbly,64.0,18.0,18.0,Non-plastic,No wire is formable,Weak,,,,Medium,2-5 mm,M 2-5 mm,Many,> 20,M > 20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Very Low,< 1.20 t m-3,VL < 1.20 t m-3,4.2600002288818,,0.50687348842621,Siliceous stones,,,,,,,,,,,Sandy,,,,,,,,,,
35,70.0,2,10YR43,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.11500000208616,8.460000038147,0.050135355442762,0.39682647585869,100.0,Sandy Loam,0900RO,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.93599998950958,12.230066299438,11.989935874939,Angular,Sub-angular blocky,62.0,23.0,15.0,Non-plastic,No wire is formable,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.6199998855591,,0.35982066392899,Shale,,,,,,,,,,,Coarse loamy,,,,,,,,,,
70,100.0,3,75YR46,None,0,0,Clear,2-5 cm,C 2-5 cm,0.071999996900558,8.210000038147,0.028038201853633,0.23441794514656,100.0,Sandy Loam,0900RO,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.483000010252,13.121294975281,13.251783370972,Angular,Sub-angular blocky,54.0,35.0,11.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.1900000572205,,0.5123011469841,Shale,,,,,,,,,,,Coarse loamy,,,,,,,,,,
100,150.0,4,25Y62,75YR46,0,1,,,,0.0089999996125698,8.4499998092651,0.14551644027233,0.21492721140385,100.0,Sandy Loam,0900RO,,,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.15899999439716,1.8215938806534,2.279461145401,Angular,Massive ,57.0,37.0,6.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.24300000071526,,0.26848271489143,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
0,20.0,1,10YR32,,0,0,Gradual,5-15 cm,G 5-15 cm,0.11999999731779,5.0,,,38.0,,0900SN,Smooth,Nearly plane surface,,,,,,,1.8999999761581,4.5,,,Crumbly,93.5,4.4000000953674,2.0999999046326,,,Weak,Medium,2-5mm,ME 2-5mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,41.0,2,10YR32,,0,0,Clear,2-5 cm,C 2-5 cm,0.090000003576279,4.9000000953674,,,41.0,,0900SN,Smooth,Nearly plane surface,,,,,,,1.460000038147,4.0999999046326,,,Crumbly,92.300003051758,5.3000001907349,2.2999999523163,,,Weak,Medium,2-5mm,ME 2-5mm,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,58.0,3,5YR46,,0,0,Clear,2-5 cm,C 2-5 cm,0.050000000745058,5.5,,,31.0,,0900SN,Wavy,Pockets less deep than wide,,,,,,,0.50999999046326,2.9000000953674,,,Single Grain ,94.900001525879,1.2000000476837,3.7999999523163,,,,,,,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,4,10YR54,,0,0,,,,0.019999999552965,5.8000001907349,,,36.0,,0900SN,,,,,,,,,0.21999999880791,1.3999999761581,,,Single Grain ,98.300003051758,0.69999998807907,1.0,,,,,,,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10.0,1,10YR32,None,0,1,Clear,2-5 cm,C 2-5 cm,0.3362999856472,4.7300000190735,0.11090669035912,0.67058748006821,80.0,Loamy Sand,0900TM,Smooth,Nearly plane surface,Very few,0-2 %,VF 0-2 %,2-6 cm,Coarse gravels,C 2-6 cm,3.1466999053955,4.0771527290344,2.4049069881439,Angular,Crumbly,81.0,12.0,7.0,Non-plastic,No wire is formable,Moderate,,,,Medium,2-5 mm,M 2-5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.4932999610901,,0.076121501624584,Siliceous stones,,,,,,,,,,,Fine loamy,,,,,,,,,,
10,40.0,2,10YR22,None,0,1,Gradual,5-15 cm,G 5-15 cm,0.14830000698566,4.9229998588562,0.031908616423607,0.35745692253113,93.0,Loamy Sand,0900TM,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,1.5533000230789,2.4654905796051,1.8249342441559,Sub rounded,Sub-angular blocky,79.0,13.0,8.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.0232999324799,,0.079999998211861,Siliceous stones,,,,,,,,,,,Sandy,,,,,,,,,,
40,70.0,3,10YR21,None,0,1,Clear,2-5 cm,C 2-5 cm,0.13030000030994,5.0799999237061,0.022366775199771,0.36840617656708,64.0,Loamy Sand,0900TM,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,1.6933000087738,4.4432640075684,2.357978105545,Sub rounded,Granular,82.0,11.0,7.0,Non-plastic,No wire is formable,Weak,Fine,1-2mm,FI 1-2mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.4832999706268,,0.079999998211861,Siliceous stones,,,,,,,,,,,Sandy,,,,,,,,,,
70,90.0,4,75YR34,None,0,0,Clear,2-5 cm,C 2-5 cm,0.0060000000521541,5.2870001792908,0.0091371797025204,0.15722422301769,0.0,Loamy Sand,0900TM,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.25400000810623,,0.5855872631073,Sub rounded,Massive ,85.0,11.0,4.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.49570000171661,,0.079999998211861,Siliceous stones,,,,,,,,,,,Sandy,,,,,,,,,,
90,105.0,5,75YR46,5YR46,0,0,Abrupt,0-2 cm,A 0-2 cm,0.0032999999821186,5.3369998931885,0.010978139936924,0.067235052585602,0.0,Loamy Sand,0900TM,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.14699999988079,,0.34040483832359,Sub rounded,Massive ,85.0,13.0,2.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.43999999761581,,0.079999998211861,Siliceous stones,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Faint,Sandy,,,,,,,,,,
105,120.0,6,5YR63,75YR56,0,0,,,,-0.003000000026077,5.2329998016357,0.014348493888974,0.041155684739351,0.0,Sandy Loam,0900TM,,,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.13529999554157,,0.15877711772919,Angular,Massive ,67.0,24.0,9.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.21899999678135,,0.079999998211861,Quartzite,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Coarse silty,,,,,,,,,,
